subset_index,mean_metric,std_metric,iqr,range_metric
0,16.164,0.4115798583482671,0.5999999999999996,2.4000000000000004
1,17.368,0.3941183742599333,0.5999999999999979,1.8999999999999986
2,16.219,0.34103082001781043,0.42499999999999716,1.6999999999999993
3,17.405,0.5109656138977039,0.8000000000000007,2.6000000000000014
4,16.708,0.4939390221229313,0.6000000000000014,2.4000000000000004
5,14.068,0.5979561147371225,0.7000000000000011,3.1999999999999993
6,14.527999999999999,0.5855292003345731,0.7250000000000014,3.0
7,17.186,0.36543042284324606,0.42499999999999716,1.8999999999999986
8,17.476,0.4974927033625613,0.6499999999999986,2.3999999999999986
9,16.038,0.417007133625972,0.5,2.0999999999999996
