subset_index,mean_metric,std_metric,iqr,range_metric
0,0.9582943754196167,0.003747066551520082,0.0059369698166846785,0.017050796747207553
1,0.9566366238594055,0.0032601065599116618,0.0043729007244109885,0.01526061892509456
2,0.9516942656040192,0.0038403925044153716,0.005316019058227539,0.017736411094665505
3,0.953049080133438,0.002769176265264111,0.0035264074802398016,0.01326752901077266
4,0.9586586548686027,0.002873927447164636,0.003748978674411818,0.015306639671325728
5,0.9593055639266967,0.004045620593708508,0.0050669029355049355,0.01814540028572087
6,0.9532646824121476,0.0033532040611526717,0.0049173474311828835,0.014966374635696389
7,0.94891715580225,0.0038069043957602135,0.005232705175876595,0.01618973612785335
8,0.9428733565807343,0.0035191363550840693,0.004603442549705461,0.018438917398452714
9,0.9535928542017936,0.0029486414086528656,0.004289068281650543,0.015757006406784013
