subset_index,mean_total,std_total,iqr_total,range_total
0,29.32,5.7117281433764315,9.0,26
1,32.42,4.399678592485104,6.0,23
2,78.45,11.005393535384677,15.0,51
3,34.52,5.328558468623138,6.25,33
4,36.11,8.945282600794723,11.25,43
5,37.89,6.11983857976861,7.0,31
6,45.94,7.869927418709628,10.25,37
