subset_index,mean_total,std_total,iqr_total,range_total
0,18.41,3.2507807919907115,4.25,14
1,12.48,3.2519768657469785,4.0,18
2,11.03,2.804955931521523,4.0,13
3,15.88,3.1471648295960706,4.0,15
4,24.32,3.5473136798758493,5.0,16
5,16.66,2.771499976765673,3.25,14
6,19.96,3.536019562083098,5.25,19
