subset_index,mean_total,std_total,iqr_total,range_total
0,149.52,9.427533284925795,13.25,45
1,156.38,7.442411904046628,10.0,29
2,155.08,8.18927606228062,10.25,41
3,142.48,8.489423009268833,11.0,46
4,135.63,8.243338296019783,11.25,41
5,148.77,7.126355975879221,9.0,44
6,120.0,6.936945446031138,10.0,33
