subset_index,mean_total,std_total,iqr_total,range_total
0,109.38,4.777430102454496,7.0,22
1,103.8,2.8885003623739314,4.0,16
2,93.08,3.8446604715389547,4.25,20
3,80.91,3.2507807919907132,4.0,18
