subset_index,mean_total,std_total,iqr_total,range_total
0,14.97,3.658268619569822,6.0,16
1,19.19,3.471951100526108,4.0,17
2,13.31,2.7805057311956975,4.0,12
3,28.83,4.00518603207331,6.0,19
4,12.37,2.7803604155583925,3.0,14
5,14.12,3.4968383988795915,3.0,18
6,9.58,1.9497733616028716,3.0,9
7,18.66,3.019197833126468,4.0,14
