subset_index,mean_total,std_total,iqr_total,range_total
0,2.93,0.5730478499949531,0.0,2
1,3.53,0.7581876316905235,1.0,3
2,3.05,0.657128740672771,0.0,3
3,3.42,0.9658826496678015,1.0,3
4,3.17,0.7393007889659368,1.0,3
5,3.28,1.223342003106922,1.0,5
6,3.66,1.1390231504994697,1.0,5
