subset_index,mean_metric,std_metric,iqr,range_metric
0,1.495,0.3596785882822147,0.3999999999999999,2.0
1,1.048,0.3217628212384289,0.3500000000000001,1.6
2,1.6480000000000001,0.32457586932718047,0.5,1.6
3,2.5540000000000003,0.5619985980787,0.7999999999999998,2.6999999999999997
4,1.2919999999999998,0.4056868474350852,0.5,2.0
5,1.141,0.21977720582903998,0.30000000000000004,1.0999999999999999
6,0.902,0.3181321750594881,0.40000000000000013,1.3
7,1.569,0.32526446116501834,0.3999999999999999,1.7000000000000002
8,4.2989999999999995,0.5368247461516727,0.7250000000000001,2.4
9,0.809,0.2433333333333333,0.2250000000000001,1.2000000000000002
