subset_index,mean_metric,std_metric,iqr,range_metric
0,0.9241211859583855,0.0027571248318326927,0.0036838412284850852,0.014112842082977362
1,0.9365552867650986,0.0031318957586157752,0.0044717922806740695,0.014314597845077492
2,0.9247808780670167,0.002884473918604323,0.003972864151001065,0.014162606000900357
3,0.9249734094738961,0.002525145756248727,0.0035672530531882796,0.012121140956878662
4,0.929347752571106,0.0026685216688620483,0.0028418511152268344,0.013698619604110784
5,0.9311800912022591,0.002580451045972856,0.002951470017433011,0.0130634605884552
6,0.9404715368151665,0.0030373719638564635,0.0037474885582923223,0.013707059621810957
7,0.9248231427669524,0.003474832782055676,0.005088001489639282,0.016215783357620195
8,0.922659418940544,0.00320862389517379,0.004876755177974701,0.014775127172470093
9,0.9410204464793205,0.0025770833039861817,0.003097315132617906,0.01308529376983647
