subset_index,mean_total,std_total,iqr_total,range_total
0,148.65,7.271606605576415,9.25,41
1,133.2,7.643575238345105,9.25,41
2,135.68,6.777681734706177,10.0,32
3,156.92,5.383626504823148,6.25,31
4,131.74,6.990065099912161,8.0,38
5,107.12,5.838361469322079,7.0,32
6,142.32,7.745810206658557,10.25,36
