subset_index,mean_total,std_total,iqr_total,range_total
0,132.42,6.329632092329094,7.0,31
1,127.61,6.72083298108173,11.0,35
2,125.52,6.23525330988115,9.25,32
3,159.18,4.423034289176644,5.0,21
4,120.82,6.165036639605378,9.0,36
5,142.68,6.3895116077724285,8.25,30
6,129.19,6.219381566579363,8.25,32
7,153.92,5.389252304730265,8.0,26
8,111.25,5.587458900940302,8.0,29
9,132.3,6.545103806539958,10.0,35
