subset_index,mean_metric,std_metric,iqr,range_metric
0,13.242,0.6329632092329096,0.6999999999999993,3.0999999999999996
1,12.761,0.6720832981081729,1.1000000000000014,3.5
2,12.552,0.6235253309881154,0.9250000000000007,3.1999999999999993
3,15.918,0.4423034289176629,0.5,2.0999999999999996
4,12.082,0.6165036639605376,0.9000000000000004,3.5999999999999996
5,14.267999999999999,0.6389511607772429,0.8249999999999993,3.0
6,12.919,0.6219381566579358,0.8250000000000011,3.1999999999999993
7,15.392000000000001,0.5389252304730257,0.8000000000000007,2.5999999999999996
8,11.125,0.5587458900940302,0.8000000000000007,2.9000000000000004
9,13.23,0.6545103806539956,1.0,3.5
