subset_index,mean_total,std_total,iqr_total,range_total
0,2.29,0.6558978733019496,1.0,3
1,3.14,1.310563145207341,2.0,6
2,7.48,2.7869827281977777,3.0,13
3,3.19,1.6311054688477538,2.0,7
4,2.27,1.1879444941629727,1.25,6
5,2.68,1.569146972791976,3.0,6
6,5.61,1.510201003412152,3.0,6
7,9.29,1.924299688959413,2.25,11
8,5.51,2.401577764215799,3.0,9
9,4.12,1.9912941835029114,3.0,7
