subset_index,mean_total,std_total,iqr_total,range_total
0,168.21,5.761760042545921,6.25,27
1,153.17,6.244278188951073,8.25,33
2,152.19,6.434903246978916,9.25,28
3,154.05,6.3728828926661105,6.5,32
4,147.82,5.58385117453841,8.0,26
