subset_index,mean_total,std_total,iqr_total,range_total
0,14.86,2.247422766394675,3.0,10
1,10.28,1.928415898811218,3.0,8
2,16.06,2.232994094542711,2.0,11
3,18.01,3.5262221178255952,4.0,18
4,19.58,2.5709330931972874,3.0,12
5,21.02,2.4903044315135774,3.25,11
6,17.19,2.9837776882551577,4.0,12
