subset_index,mean_metric,std_metric,iqr,range_metric
0,19.274,0.30471712333330564,0.3999999999999986,1.3999999999999986
1,19.651,0.25286040385632574,0.5,0.8999999999999986
2,18.169,0.25729556953241534,0.3000000000000007,1.3999999999999986
3,19.52,0.2613098319673941,0.3999999999999986,1.0
4,19.998,0.014070529413628465,0.0,0.10000000000000142
5,19.727999999999998,0.22160115231440236,0.29999999999999716,1.0
6,19.043,0.25356249603192343,0.4250000000000007,1.2999999999999972
7,20.0,0.0,0.0,0.0
8,18.916,0.4039501919491544,0.5999999999999979,1.7999999999999972
9,20.0,0.0,0.0,0.0
