subset_index,mean_metric,std_metric,iqr,range_metric
0,0.9129750964641571,0.004143501113183615,0.004615601897239752,0.03050778508186336
1,0.9002464942336083,0.004017300098068756,0.004114411771297344,0.031358796358108454
2,0.9166904630661011,0.0023632986516228948,0.003726299107074671,0.010087239742278986
3,0.8866691238880158,0.006761477706774514,0.010143014788627558,0.03012234568595895
4,0.8917213786244392,0.003789896742102856,0.004881374537944794,0.01984398961067202
5,0.9097399689555168,0.0030678540189129798,0.0034211635589599387,0.01902863383293152
6,0.9201650245189668,0.0016751016341832636,0.0023180201649667387,0.008247947692871183
7,0.8859782111048699,0.004847264260941356,0.00668407082557676,0.02987399697303772
8,0.8973248317539693,0.0077372153211863375,0.0049403935670851995,0.05913792550563812
9,0.8816905788183211,0.006971666874751936,0.009456171095371224,0.03133091330528259
