subset_index,mean_total,std_total,iqr_total,range_total
0,192.74,3.0471712333330574,4.0,14
1,196.51,2.5286040385632513,5.0,9
2,181.69,2.572955695324156,3.0,14
3,195.2,2.6130983196739512,4.0,10
4,199.98,0.14070529413629396,0.0,1
5,197.28,2.21601152314402,3.0,10
6,190.43,2.5356249603192365,4.25,13
7,200.0,0.0,0.0,0
8,189.16,4.039501919491535,6.0,18
9,200.0,0.0,0.0,0
