subset_index,mean_metric,std_metric,iqr,range_metric
0,15.942,0.5278467791151357,0.5999999999999996,3.1000000000000014
1,16.006,0.542128241565619,0.7999999999999989,2.599999999999998
2,18.276,0.40901952239100986,0.5249999999999986,2.3000000000000007
3,19.102999999999998,0.45314947251921694,0.6999999999999993,2.0
4,16.82,0.5389852043470678,0.9000000000000021,2.6999999999999993
5,18.418,0.3809557359159632,0.4250000000000007,1.6999999999999993
6,19.586,0.27451334349640594,0.40000000000000213,1.1000000000000014
