subset_index,mean_total,std_total,iqr_total,range_total
0,67.08,4.779332610524215,6.0,31
1,51.03,5.710976494895818,9.0,24
2,49.82,3.476849845547671,6.0,18
3,57.06,6.356131216424346,9.0,31
4,44.85,4.691223268783501,7.0,23
5,42.15,5.932916226401223,8.0,28
6,38.02,6.033542604775109,6.0,31
