subset_index,mean_total,std_total,iqr_total,range_total
0,161.64,4.115798583482673,6.0,24
1,173.68,3.941183742599337,6.0,19
2,162.19,3.410308200178107,4.25,17
3,174.05,5.10965613897705,8.0,26
4,167.08,4.939390221229313,6.0,24
5,140.68,5.979561147371227,7.0,32
6,145.28,5.85529200334573,7.25,30
7,171.86,3.654304228432467,4.25,19
8,174.76,4.974927033625621,6.5,24
9,160.38,4.170071336259732,5.0,21
