subset_index,mean_total,std_total,iqr_total,range_total
0,4.45,1.4025589888385148,2.0,6
1,4.84,1.5223586166129706,2.0,7
2,3.61,0.9523495665824064,1.0,3
3,7.14,1.8423744012397245,3.0,8
4,4.18,1.2421877084524315,2.0,5
5,4.15,1.5914861868166754,2.0,6
6,3.75,0.9574271077563379,2.0,3
7,4.73,1.7457307231001458,3.0,7
