subset_index,mean_total,std_total,iqr_total,range_total
0,12.65,3.499999999999999,6.0,14
1,34.33,4.541736863510889,6.0,22
2,12.9,3.448026810929533,5.0,14
3,15.54,2.812023248032411,3.25,12
4,13.6,3.393398225253191,5.0,14
