subset_index,mean_total,std_total,iqr_total,range_total
0,38.93,3.846170862433219,6.0,18
1,32.97,4.502423589781194,6.0,22
2,20.65,5.025942798132605,7.0,23
3,42.27,4.8070970260836035,6.0,25
4,63.68,5.960950368265893,5.25,33
5,27.31,3.2896992586133487,4.0,17
6,54.37,4.543071092278322,6.0,27
