subset_index,mean_total,std_total,iqr_total,range_total
0,121.4,4.417595671307136,6.25,18
1,102.32,4.417321277961031,6.25,19
2,100.62,4.9067671267713155,6.0,24
3,104.99,4.071321230958885,5.25,23
4,164.55,1.8606776217607441,2.25,8
