subset_index,mean_total,std_total,iqr_total,range_total
0,46.15,4.130142952499442,5.0,20
1,44.61,3.9921513908258452,6.0,21
2,47.47,4.333228436958834,5.25,19
3,38.78,3.6888584640341997,5.0,17
4,51.36,4.07386347787498,5.0,22
5,20.66,2.2751179345611114,3.25,13
6,28.8,2.0449494325821806,3.0,10
7,46.52,3.685845160265764,5.0,19
8,28.53,2.6455795034530545,3.0,14
9,32.65,2.962305272123811,3.0,13
