subset_index,mean_total,std_total,iqr_total,range_total
0,113.03,8.266342857783256,11.25,36
1,69.82,6.898074683811014,9.0,40
2,89.79,5.488822434472783,8.0,31
3,113.28,6.18417661488095,7.0,31
4,126.44,5.39419815518245,6.25,25
5,112.37,5.454411614519575,7.25,26
6,85.69,8.133600343356846,10.5,39
