subset_index,mean_total,std_total,iqr_total,range_total
0,2.69,0.8609954304833048,1.0,4
1,8.41,2.030549510140374,3.0,10
2,4.11,0.649708559371979,0.0,3
3,6.04,1.2864484035317916,2.0,7
4,3.43,1.0469291313458648,1.0,5
5,3.42,1.3572104486851708,3.0,5
6,3.54,1.41006483123395,3.0,6
