subset_index,mean_total,std_total,iqr_total,range_total
0,30.99,4.558253697160434,6.0,19
1,28.19,4.547604542031669,6.25,21
2,25.95,3.7561397549326965,5.25,18
3,36.53,3.9885062138828133,5.25,18
4,39.03,4.416349331081205,5.0,23
5,33.36,4.347343319706175,6.0,22
6,20.33,3.5134805328257417,5.0,18
