subset_index,mean_total,std_total,iqr_total,range_total
0,500.0,0.0,0.0,0
1,500.0,0.0,0.0,0
2,500.0,0.0,0.0,0
3,500.0,0.0,0.0,0
4,500.0,0.0,0.0,0
