subset_index,mean_total,std_total,iqr_total,range_total
0,190.11,4.873956764832302,5.0,20
1,184.72,6.092021608031878,9.0,27
2,184.24,5.425566115786231,6.25,29
3,194.84,3.5497047821479413,6.0,12
4,187.39,5.024978013922455,6.0,23
5,194.16,3.5780475461380057,5.25,15
6,166.05,9.280559674868098,16.0,43
7,175.93,7.163678023772623,9.25,31
