subset_index,mean_total,std_total,iqr_total,range_total
0,6.09,2.2656637710022913,4.0,9
1,5.07,1.4160337266998677,2.0,6
2,2.13,1.3231047050804636,2.0,5
3,2.72,1.5047399855930004,3.0,6
4,2.04,1.5885957206402022,2.0,6
5,1.89,1.0337242662266655,2.0,4
