subset_index,mean_total,std_total,iqr_total,range_total
0,2.26,0.690776170095435,1.0,3
1,3.14,1.310563145207341,2.0,6
2,7.51,2.847983514876816,3.0,13
3,3.09,1.5769488503967641,2.0,7
4,2.24,1.1816783134015942,2.0,6
5,2.68,1.569146972791976,3.0,6
6,5.62,1.5027247978860994,3.0,6
7,9.26,1.9260049193849293,3.0,10
8,5.56,2.3498119417553744,3.0,9
9,4.11,1.999469626645723,3.0,7
