subset_index,mean_total,std_total,iqr_total,range_total
0,164.74,9.845903624442919,11.25,47
1,171.0,6.295741706611196,8.0,34
2,158.86,6.413401373040452,9.0,25
3,176.23,6.731285317099689,8.0,34
4,168.83,7.927773707643012,10.25,43
