subset_index,mean_total,std_total,iqr_total,range_total
0,56.53,7.9040393713492065,9.5,39
1,66.73,7.642061967238364,11.25,32
2,52.92,7.627276941042167,9.25,36
3,65.2,6.496308197893645,10.0,32
4,52.53,10.599652176492691,13.25,48
5,59.39,7.250071403340479,10.0,34
6,56.83,8.09545950804923,11.25,35
