subset_index,mean_total,std_total,iqr_total,range_total
0,154.22,6.027847832763325,9.25,24
1,172.75,5.652165045092872,7.5,25
2,170.21,6.184527778123715,9.0,28
3,129.9,7.386173268720113,12.0,36
4,179.9,3.7591638872644424,4.25,20
5,146.85,5.5928796724319945,8.0,28
