subset_index,mean_total,std_total,iqr_total,range_total
0,182.28,1.1898561155692673,1.0,8
1,189.98,1.792126438540866,2.0,9
2,181.56,3.6468334126189452,4.0,16
3,200.0,0.0,0.0,0
