subset_index,mean_metric,std_metric,iqr,range_metric
0,3.3569999999999998,0.3665991673407749,0.5,1.9
1,4.802,0.6935460046788968,1.0250000000000004,3.3
2,6.06,0.5579544168775183,0.7000000000000002,2.8
3,4.484,0.5766009771659141,0.8000000000000007,2.4000000000000004
4,3.281,0.5531717544298425,0.9000000000000004,2.3
5,2.3819999999999997,0.4577900361210552,0.6000000000000001,2.3
6,5.652,0.5611100110000217,0.625,2.8
7,7.531000000000001,0.6170465660276091,0.8000000000000007,3.2
8,6.657,0.6308972286603526,0.7249999999999996,3.6999999999999993
9,5.718999999999999,0.5818283616533682,0.75,3.0
