subset_index,mean_total,std_total,iqr_total,range_total
0,77.87,6.979993053743179,10.0,31
1,72.17,7.425121160117473,9.0,37
2,90.85,7.688867723448417,10.25,47
3,85.53,6.923032849725895,9.0,34
4,81.45,6.262563130994926,10.25,27
5,111.29,8.175221246195264,12.0,42
6,75.46,5.009929534374107,7.0,22
