subset_index,mean_total,std_total,iqr_total,range_total
0,171.18,5.164721041289979,7.0,28
1,136.3,8.133358171844836,10.5,37
2,187.08,6.201466102316604,8.0,28
3,160.82,7.275779662480834,10.0,35
4,149.46,8.391217149646721,10.0,36
5,169.35,6.6002372164287655,8.25,29
6,138.82,10.262592658817171,13.25,48
7,173.49,6.396803178861369,8.25,30
8,160.99,6.920172532443669,7.25,34
9,145.52,12.501700894379349,17.5,63
