subset_index,mean_metric,std_metric,iqr,range_metric
0,0.9617254374623299,0.001429887968271784,0.002035674452781744,0.0066723883152007835
1,0.9665153098106384,0.0011673659495933294,0.0016934737563133462,0.0058415234088897705
2,0.9622119054794311,0.0016049062857944696,0.0020576745271683183,0.008534854650497414
3,0.9585046858787537,0.0015208102992375378,0.0019459903240203191,0.007868170738220215
4,0.9621714215278625,0.0012476776785484253,0.0016917496919631736,0.006645655632019021
5,0.9658447394371033,0.0011053882551117307,0.0016828641295432156,0.0047147810459136075
6,0.9690523107051849,0.000695066507631323,0.0008851841092110124,0.0028321623802184392
7,0.9617651376724242,0.001832600023927137,0.0022176831960678545,0.008123725652694702
8,0.9530145087838173,0.0018065488356891486,0.002276097238063768,0.009258496761322066
9,0.9685703123807907,0.000926069180688022,0.0010332927107811196,0.00397801399230957
