subset_index,mean_total,std_total,iqr_total,range_total
0,68.56,7.119925093238926,9.25,37
1,55.92,6.593048068100431,10.0,30
2,64.83,7.482039099798202,10.25,32
3,80.12,8.37900213436402,12.25,42
4,65.21,5.786251556120515,8.0,26
5,71.82,7.601674456687456,10.0,36
6,58.71,6.179626022485324,7.0,32
