subset_index,mean_total,std_total,iqr_total,range_total
0,24.86,4.318202020154764,6.0,22
1,22.66,4.519810490350993,7.0,20
2,25.22,4.617883550377647,8.0,20
3,40.04,4.917336882927793,6.0,25
4,32.85,4.50448710070348,6.25,21
5,23.93,3.641109277085317,6.0,18
6,27.4,3.9873537464074955,5.0,20
