subset_index,mean_total,std_total,iqr_total,range_total
0,183.98,6.078576388356977,8.25,28
1,192.7,5.198095999517712,8.0,20
2,187.5,5.573204290227136,9.0,26
3,193.74,3.8889119768434424,6.0,21
4,190.1,5.3058001424398835,7.0,25
5,185.18,5.701993271894247,7.0,33
6,180.43,6.953314738927464,9.25,32
