subset_index,mean_total,std_total,iqr_total,range_total
0,68.96,4.984663347395558,8.0,26
1,93.88,6.1369554521947,9.0,29
2,121.44,6.317076423904856,9.25,31
3,142.67,6.266884264436233,8.0,38
4,99.08,6.596111496077584,8.25,29
5,101.77,6.365714667837636,8.25,30
6,81.11,6.669537260764593,9.25,31
