subset_index,mean_total,std_total,iqr_total,range_total
0,3.19,1.0981619170047718,2.0,4
1,3.25,0.47937248544110234,1.0,2
2,2.74,0.8117819282232754,0.0,4
3,4.7,1.049290284435199,1.25,4
4,3.67,1.2717203809299933,1.0,5
5,3.26,0.7333333333333334,1.0,3
6,3.09,1.0356767172367365,0.25,5
