experiment_seed,perm_gen_seed,permutation_index,image_index,image_id,initial_dice,final_dice,iterations_used,reached_cutoff,commit_type,protocol,dice_cutoff,prompt_limit,context_size
23,55,32,40,133,0.5573327541351318,0.9046489000320436,14,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,40
23,55,32,41,121,0.6165171265602112,0.9051747918128968,16,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,41
23,55,32,42,82,0.1818690299987793,0.8573938608169556,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,42
23,55,32,43,164,6.922858120095299e-11,0.8706774711608887,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,43
23,55,32,44,176,0.7344949245452881,0.9009178876876832,16,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,44
23,55,32,45,107,5.1559528202460576e-08,0.9020294547080994,10,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,45
23,55,32,46,24,0.4189755916595459,0.8870948553085327,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,46
23,55,32,47,33,0.1794170886278152,0.8797204494476318,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,47
23,55,32,48,47,0.4456042647361755,0.881796658039093,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,48
23,55,32,49,52,0.5630590319633484,0.8675222992897034,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,49
23,55,32,50,16,0.1031140089035034,0.9040864706039428,4,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,50
23,55,32,51,49,0.6539329886436462,0.9026419520378112,14,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,51
23,55,32,52,183,0.8826494812965393,0.9324952960014344,1,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,52
23,55,32,53,199,0.6651178598403931,0.900795578956604,7,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,53
23,55,32,54,79,0.5633532404899597,0.9520977735519408,3,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,54
23,55,32,55,51,0.0020806330721825,0.9093352556228638,4,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,55
23,55,32,56,192,4.791453692143399e-11,0.9205594658851624,2,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,56
23,55,32,57,84,4.628329317024616e-11,0.9218912124633788,7,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,57
23,55,32,58,59,0.2940515875816345,0.8940824270248413,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,58
23,55,32,59,195,0.4127357602119446,0.9027974009513856,10,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,59
23,55,32,60,72,0.5089781880378723,0.8944990634918213,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,60
23,55,32,61,46,2.967170953382947e-11,0.9064740538597108,6,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,61
23,55,32,62,205,0.7761071920394897,0.90535706281662,2,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,62
23,55,32,63,100,0.7316392660140991,0.9313557744026184,1,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,63
23,55,32,64,21,0.0625240430235862,0.9003591537475586,8,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,64
23,55,32,65,53,0.5750587582588196,0.877069354057312,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,65
23,55,32,66,27,0.4638066291809082,0.920220911502838,6,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,66
23,55,32,67,201,0.2371145635843277,0.8945704102516174,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,67
23,55,32,68,157,0.5234591960906982,0.9019237756729126,18,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,68
23,55,32,69,23,0.5435739755630493,0.9017223119735718,14,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,69
23,55,32,70,92,0.1444297879934311,0.9018170833587646,18,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,70
23,55,32,71,12,0.1035258322954177,0.9016079902648926,6,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,71
23,55,32,72,146,4.383633039894974e-11,0.8801541328430176,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,72
23,55,32,73,210,0.0302680395543575,0.9015008211135864,15,True,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,73
23,55,32,74,140,0.3650747239589691,0.8549031615257263,20,False,ground_truth,"1_init_pos,0_init_neg,1_corrections",0.9,20,74
