subset_index,mean_metric,std_metric,iqr,range_metric
0,0.609,0.22656637710022914,0.4,0.9000000000000001
1,0.507,0.1416033726699867,0.19999999999999996,0.6000000000000001
2,0.213,0.13231047050804637,0.19999999999999998,0.5
3,0.272,0.1504739985593001,0.30000000000000004,0.6
4,0.204,0.1588595720640202,0.19999999999999998,0.6
5,0.18899999999999997,0.10337242662266659,0.19999999999999998,0.4
