subset_index,mean_total,std_total,iqr_total,range_total
0,139.33,5.320163664225135,7.0,28
1,156.95,6.087534871200399,8.0,36
2,128.79,8.161618724372028,9.5,40
3,155.6,7.325064208357875,8.0,42
4,159.38,6.600856999762464,9.0,28
5,144.35,6.090852555142411,7.5,28
6,120.6,8.453079051715148,10.25,43
7,159.93,7.225453045807695,10.25,35
8,158.54,2.907392180791798,4.0,17
9,187.1,6.385748020222676,9.0,27
