subset_index,mean_total,std_total,iqr_total,range_total
0,50.01,3.033466530542111,4.0,19
1,28.28,2.814393021738095,3.25,12
2,32.24,2.667121173388144,2.0,19
3,31.98,3.0516761415208022,4.0,20
4,27.72,3.2754982657435323,5.0,14
5,24.59,3.6351121583852684,4.0,20
6,36.34,3.7530324439381713,5.0,20
