subset_index,mean_total,std_total,iqr_total,range_total
0,14.93,3.266774889982195,4.0,15
1,19.72,3.330544287729148,5.0,17
2,50.12,4.799579106125826,7.0,27
3,25.71,4.470543319973264,6.25,20
4,19.47,5.7742986805780365,9.0,26
5,35.49,3.1220784322905364,5.0,16
6,42.31,3.650639905163438,5.0,19
