subset_index,mean_total,std_total,iqr_total,range_total
0,23.54,2.972670125790562,4.0,14
1,12.99,2.6685410079500578,3.25,12
2,16.31,2.476944190984635,3.0,12
3,15.88,2.8754621938538563,4.0,15
4,21.52,3.160616229391817,5.0,16
5,14.75,2.471555352118551,4.0,13
6,9.98,2.3005489024416,3.0,11
