subset_index,mean_total,std_total,iqr_total,range_total
0,105.98,5.445747112762546,7.0,26
1,100.22,6.968297619732652,9.0,30
2,136.05,6.431260460524905,8.25,30
3,117.85,6.900995390067824,8.0,36
4,135.18,5.261600939300168,6.0,26
5,118.97,5.137414748979322,7.0,23
6,144.04,8.041458232500526,11.25,41
