subset_index,mean_total,std_total,iqr_total,range_total
0,31.82,3.8543691592998224,4.5,24
1,27.69,3.6032953492237323,4.0,17
2,58.28,3.9442580692915765,5.0,25
3,23.89,3.243937624728829,4.25,16
4,20.77,3.434392305059296,5.0,17
5,37.81,4.019384846646878,5.25,20
6,35.92,4.732607712200089,6.0,23
