subset_index,mean_total,std_total,iqr_total,range_total
0,172.65,4.991659710623981,7.0,23
1,157.01,6.197906130625113,7.25,31
2,177.39,3.5869995339511327,5.0,17
3,176.92,5.349747468787474,7.25,27
4,172.85,5.145116346811046,6.0,22
5,157.95,6.015762124568586,8.0,32
6,177.32,7.068038746156653,8.25,33
