subset_index,mean_total,std_total,iqr_total,range_total
0,59.87,6.914565215630851,9.0,33
1,67.7,8.819743691733834,11.25,44
2,64.47,7.455531469650534,10.25,43
3,59.33,7.967173814211573,10.0,36
4,66.77,7.1376862957519815,10.0,33
5,62.65,6.518621345225096,9.25,40
6,63.41,6.951629414400014,10.0,33
