subset_index,mean_total,std_total,iqr_total,range_total
0,63.3,5.777874902058573,7.0,25
1,62.44,5.03386511338931,7.0,24
2,66.14,5.76303090851726,8.0,27
3,73.4,5.676462121975468,9.0,27
4,76.36,5.693377332879445,8.0,24
5,76.08,5.825197790026473,8.0,27
6,72.3,6.461228578797901,7.25,34
