subset_index,mean_total,std_total,iqr_total,range_total
0,16.28,2.1931021338954944,3.0,8
1,12.01,3.1188414062231047,4.0,13
2,10.01,2.199609699079095,4.0,8
3,14.68,2.3607908279501033,3.0,13
4,13.39,2.7299128635222485,3.0,13
5,16.44,2.4876259421952547,3.25,11
6,17.52,3.0234103428099375,4.0,15
