subset_index,mean_total,std_total,iqr_total,range_total
0,146.83,8.274403759532014,12.0,44
1,162.95,7.090148236828475,9.0,33
2,147.43,8.366908121591356,11.25,37
3,146.77,7.017805637063194,9.25,36
4,139.45,7.812674240481217,10.25,40
5,169.91,8.183618769323017,11.0,40
6,149.53,7.790767651910851,11.0,42
