subset_index,mean_metric,std_metric,iqr,range_metric
0,13.933,0.5320163664225136,0.7000000000000011,2.799999999999999
1,15.695,0.6087534871200398,0.8000000000000007,3.6000000000000014
2,12.879000000000001,0.8161618724372035,0.9500000000000011,4.0
3,15.56,0.732506420835788,0.8000000000000007,4.199999999999999
4,15.937999999999999,0.6600856999762461,0.8999999999999986,2.799999999999999
5,14.435,0.6090852555142412,0.75,2.799999999999999
6,12.06,0.8453079051715148,1.0250000000000004,4.299999999999999
7,15.993,0.7225453045807694,1.0249999999999986,3.5
8,15.854000000000001,0.29073921807918013,0.40000000000000213,1.700000000000001
9,18.71,0.6385748020222678,0.8999999999999986,2.6999999999999993
