subset_index,mean_total,std_total,iqr_total,range_total
0,70.33,3.6266549687868377,6.0,16
1,95.17,3.530687974851016,4.0,21
2,52.39,3.54165686273153,4.25,17
3,101.75,3.5401734820243305,5.0,17
