subset_index,mean_total,std_total,iqr_total,range_total
0,131.58,6.4701021801994925,9.0,27
1,127.52,6.5094802659915345,8.0,33
2,125.94,6.600918209773639,7.25,33
3,159.49,4.736479961347078,7.0,30
4,121.09,6.2346295848756,8.25,35
5,142.83,6.07205055807327,7.25,28
6,129.48,4.99591752525919,6.0,26
7,154.63,5.398568833917517,7.25,25
8,111.4,5.773502691896256,9.0,26
9,131.73,6.247189266972286,10.0,27
