subset_index,mean_total,std_total,iqr_total,range_total
0,31.46,3.896177873275553,5.0,19
1,31.73,3.49849895662339,5.0,17
2,44.67,3.5789931432166675,3.0,20
3,18.66,2.6712838815366617,3.25,12
4,23.13,2.8092739635037725,4.0,14
5,31.61,5.415829772178231,7.0,22
